seed,controller,ticks,final_population,births,deaths,resources_consumed_count,total_energy_final,mean_population,mean_energy,action_entropy,time_to_extinction,time_to_extinction_censored,time_to_first_birth,max_generation,founders_reproducing_count,survived,any_birth,invalid_action_rate,run_dir,source_csv
63,evolutionary,1000.0,0.0,1.0,11.0,18.0,0.0,0.918,39.14225438912939,2.196787811226043,145.0,145.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_63/evolutionary_seed63_20260815T165923Z,experiments/results/batch100x1000/seed_63/metrics.csv
63,random,1000.0,0.0,0.0,10.0,13.0,0.0,0.758,46.03251967453648,2.320273686782011,120.0,120.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_63/random_seed63_20260815T165922Z,experiments/results/batch100x1000/seed_63/metrics.csv
63,reactive,1000.0,3.0,0.0,7.0,315.0,1391.0,4.931,294.6160924603175,2.315548042997211,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_63/reactive_seed63_20260815T165923Z,experiments/results/batch100x1000/seed_63/metrics.csv
64,evolutionary,1000.0,0.0,0.0,10.0,36.0,0.0,1.171,54.10583333333333,1.6343927228908326,561.0,561.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_64/evolutionary_seed64_20260815T165923Z,experiments/results/batch100x1000/seed_64/metrics.csv
64,random,1000.0,0.0,0.0,10.0,7.0,0.0,0.667,42.63554088301987,2.3205022390962653,120.0,120.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_64/random_seed64_20260815T165923Z,experiments/results/batch100x1000/seed_64/metrics.csv
64,reactive,1000.0,4.0,0.0,6.0,333.0,1941.0,4.958,375.1686190476191,2.317988544704521,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_64/reactive_seed64_20260815T165923Z,experiments/results/batch100x1000/seed_64/metrics.csv
65,evolutionary,1000.0,0.0,0.0,10.0,8.0,0.0,0.879,40.57683901918977,1.9161646782578583,135.0,135.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_65/evolutionary_seed65_20260815T165924Z,experiments/results/batch100x1000/seed_65/metrics.csv
65,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.651,41.62200655624569,2.3040235263424687,93.0,93.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_65/random_seed65_20260815T165923Z,experiments/results/batch100x1000/seed_65/metrics.csv
65,reactive,1000.0,3.0,0.0,7.0,379.0,2738.0,5.265,358.5237142857143,2.312708133441093,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_65/reactive_seed65_20260815T165924Z,experiments/results/batch100x1000/seed_65/metrics.csv
66,evolutionary,1000.0,0.0,0.0,10.0,6.0,0.0,0.721,44.52483660130719,2.1474993774153432,103.0,103.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_66/evolutionary_seed66_20260815T165924Z,experiments/results/batch100x1000/seed_66/metrics.csv
66,random,1000.0,0.0,0.0,10.0,8.0,0.0,0.687,43.06810224089636,2.3156281199327378,137.0,137.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_66/random_seed66_20260815T165924Z,experiments/results/batch100x1000/seed_66/metrics.csv
66,reactive,1000.0,3.0,0.0,7.0,319.0,2265.0,4.513,392.5767896825397,2.312669405410094,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_66/reactive_seed66_20260815T165924Z,experiments/results/batch100x1000/seed_66/metrics.csv
